poem_id,poet,poem_title,collection_title,collection_pub_year,collection_pub_year_uncertain,collection_pub_year_note,source_file,tei_id,total_verse_lines,stanza_pattern,lines_used_for_metrics,model,mean_token_surprisal,mean_token_entropy,s2,n_tokens_used,compute_error
92,"Brockes, Barthold Heinrich",Alart,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg98.ks9j.0,18,18,12,dbmdz/german-gpt2,6.9378,6.7209,0.2169,235,
93,"Brockes, Barthold Heinrich",Das Fieber,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg99.krxx.0,111,7/4/8/45/16/6/25,12,dbmdz/german-gpt2,7.0994,6.4026,0.6968,167,
94,"Brockes, Barthold Heinrich",Der Zahn,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg100.krxh.0,113,4/7/18/13/7/11/8/6/5/2/7/5/3/7/4/6,12,dbmdz/german-gpt2,7.2505,6.902,0.3484,142,
95,"Brockes, Barthold Heinrich",Der älteste Gottes-Dienst,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg101.ks8r.0,27,27,12,dbmdz/german-gpt2,6.8497,6.4675,0.3821,134,
96,"Brockes, Barthold Heinrich",Helden-Gedichte,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg102.ks0z.0,152,4,12,dbmdz/german-gpt2,6.6767,6.7102,-0.0335,129,
97,"Brockes, Barthold Heinrich",Das Kind,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg103.ks43.0,51,12/11/16/8/4,12,dbmdz/german-gpt2,7.6039,7.045,0.5589,139,
98,"Brockes, Barthold Heinrich",Die lehrenden Ruinen,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg104.krxc.0,113,14/10/19/15/11/23/15/6,12,dbmdz/german-gpt2,7.5078,7.4722,0.0356,139,
99,"Brockes, Barthold Heinrich",Der Sand,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg106.ks2d.0,85,6/9/6/16/14/19/13/2,12,dbmdz/german-gpt2,6.7764,6.1954,0.581,132,
100,"Brockes, Barthold Heinrich","Betrachtung der Veränderung der Zeiten, samt dem Nutzen und der Lustbarkeit derselben",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg107.ks85.0,57,57,12,dbmdz/german-gpt2,6.7143,6.0292,0.6851,185,
101,"Brockes, Barthold Heinrich",Nützliche Eintheilung der Zeit,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg108.ks5n.0,22,11,12,dbmdz/german-gpt2,7.0689,6.8152,0.2537,141,
102,"Brockes, Barthold Heinrich","Erwegung einiger von Gott, auch denen armen Menschen, alle Tage gegönneten Ergetz- und Bequemlichkeiten",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg109.ks93.0,184,10/6/10/11/11/7/16/9/13/5/9/8/8/17/17/11/16,12,dbmdz/german-gpt2,6.8591,6.2156,0.6435,138,
103,"Brockes, Barthold Heinrich",Nützliche Ungewißheit,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg110.ks8w.0,56,15/11/17/13,12,dbmdz/german-gpt2,6.9614,6.741,0.2204,119,
104,"Brockes, Barthold Heinrich",Der Mensch,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg111.ks0h.0,7,6/1,7,dbmdz/german-gpt2,6.804,6.9401,-0.1361,95,
105,"Brockes, Barthold Heinrich",Das Gesicht,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg113.ks7z.0,384,8,12,dbmdz/german-gpt2,6.3304,6.3133,0.0172,104,
106,"Brockes, Barthold Heinrich",Der Geruch,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg114.ks62.0,184,8,12,dbmdz/german-gpt2,7.4844,6.9028,0.5816,96,
107,"Brockes, Barthold Heinrich",Das Gehör,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg115.ks9z.0,216,8,12,dbmdz/german-gpt2,6.819,7.0541,-0.2352,83,
108,"Brockes, Barthold Heinrich",Der Geschmack,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg116.ks2v.0,160,8,12,dbmdz/german-gpt2,6.7154,6.2476,0.4679,102,
109,"Brockes, Barthold Heinrich",Das Gefühl,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg117.ks5v.0,88,8,12,dbmdz/german-gpt2,6.9125,6.9342,-0.0217,104,
110,"Brockes, Barthold Heinrich",Beschluß,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg118.krxn.0,232,8,12,dbmdz/german-gpt2,6.5938,6.4879,0.1059,92,
111,"Brockes, Barthold Heinrich",Der Geitz-Hals,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg119.ks20.0,8,8,8,dbmdz/german-gpt2,7.4113,6.4374,0.9739,95,
112,"Brockes, Barthold Heinrich",Die Bewegung der Sternen,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg121.ks48.0,64,14/14/5/9/2/6/6/8,12,dbmdz/german-gpt2,7.2092,6.4712,0.7381,133,
113,"Brockes, Barthold Heinrich",Erklärung des Vater Unsers,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg122.ks2x.0,30,30,12,dbmdz/german-gpt2,6.3382,6.0012,0.337,121,
114,"Brockes, Barthold Heinrich",Gottes Grösse in den Wassern,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg123.ks4h.0,231,6/4/12/14/15/21/14/4/10/35/3/6/9/33/3/4/14/8/16,12,dbmdz/german-gpt2,7.0686,6.4183,0.6504,160,
115,"Brockes, Barthold Heinrich",Die Zufriedenheit,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg124.ks51.0,6,6,6,dbmdz/german-gpt2,7.4283,6.458,0.9703,85,
116,"Brockes, Barthold Heinrich","Gedanken über einen Hof voll Feder-Vieh, absonderlich über die Schönheit des Pfauen, bey Gelegenheit, als mir eine Rußische, Türckische und Grönländische Gans geschencket worden",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg126.ksb0.0,207,31/10/7/16/7/9/50/8/10/8/8/6/13/5/6/6/7,12,dbmdz/german-gpt2,7.7607,7.0788,0.6819,92,
117,"Brockes, Barthold Heinrich",Die Ewigkeit aus dem Frantzösischen,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg128.ks3k.0,66,5/4/6/4/5/12/12/5/7/6,12,dbmdz/german-gpt2,6.4225,6.7395,-0.3169,150,
118,"Brockes, Barthold Heinrich",Irrthum der Eigen-Liebe,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg129.ks7s.0,105,9/7/7/21/14/7/18/10/6/6,12,dbmdz/german-gpt2,6.1456,6.4159,-0.2703,130,
119,"Brockes, Barthold Heinrich",Frösche,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg130.krw0.0,10,10,10,dbmdz/german-gpt2,7.4136,6.8161,0.5975,129,
120,"Brockes, Barthold Heinrich",Der Sonnen-Zeiger,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg131.krw4.0,4,4,4,dbmdz/german-gpt2,6.6951,6.5851,0.11,60,
121,"Brockes, Barthold Heinrich",Nacht-Wanderer,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg132.ks0b.0,31,4/6/5/8/8,12,dbmdz/german-gpt2,6.6221,6.663,-0.0409,135,
122,"Brockes, Barthold Heinrich","Unverantwortliche Unempfindlichkeit der Menschen, über entferntes Unglück",Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg133.krw8.0,178,26/12/8/20/8/16/8/44/8/28,12,dbmdz/german-gpt2,6.2269,6.2981,-0.0712,119,
123,"Brockes, Barthold Heinrich",Kirsch-Blühte bey der Nacht,Irdisches Vergnügen in Gott,1721.0,False,"Hamburg, 1721–1748 (9 vols)",Gedichte.ks55.0.xml,tg134.ks5b.0,29,29,12,dbmdz/german-gpt2,7.1752,6.9064,0.2688,137,
124,"Droste-Hülshoff, Annette von",Ungastlich oder nicht?,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg6.mjgp.0,64,8,12,dbmdz/german-gpt2,6.737,6.5079,0.2291,117,
125,"Droste-Hülshoff, Annette von",Die Stadt und der Dom,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg7.mjjq.0,120,10,12,dbmdz/german-gpt2,6.7788,6.3396,0.4392,116,
126,"Droste-Hülshoff, Annette von",Die Verbannten,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg8.mj8s.0,128,8,12,dbmdz/german-gpt2,7.4338,5.9918,1.442,97,
127,"Droste-Hülshoff, Annette von",Der Prediger,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg9.mjm8.0,66,6,12,dbmdz/german-gpt2,7.058,6.3475,0.7106,141,
128,"Droste-Hülshoff, Annette von",An die Schriftstellerinnen in Deutschland und Frankreich,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg10.mjfh.0,72,8,12,dbmdz/german-gpt2,7.8081,6.6263,1.1817,137,
129,"Droste-Hülshoff, Annette von",Die Gaben,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg11.mjk6.0,36,4,12,dbmdz/german-gpt2,7.1966,6.5072,0.6894,128,
130,"Droste-Hülshoff, Annette von",Vor vierzig Jahren,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg12.mjtq.0,64,8,12,dbmdz/german-gpt2,7.109,6.6114,0.4977,91,
131,"Droste-Hülshoff, Annette von",An die Weltverbesserer,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg13.mjxb.0,45,9,12,dbmdz/german-gpt2,6.672,6.1499,0.5221,129,
132,"Droste-Hülshoff, Annette von",Alte und neue Kinderzucht,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg14.mjpb.0,64,4,12,dbmdz/german-gpt2,6.8881,6.2965,0.5917,175,
133,"Droste-Hülshoff, Annette von",Die Schulen,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg15.mj9s.0,18,6,12,dbmdz/german-gpt2,6.8062,6.1761,0.6301,145,
134,"Droste-Hülshoff, Annette von",Die Lerche,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg17.mjn3.0,84,16/6/12/4/5/23/4/12/2,12,dbmdz/german-gpt2,7.1807,6.0227,1.158,135,
135,"Droste-Hülshoff, Annette von",Die Jagd,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg18.mjtb.0,103,49/18/8/14/8/6,12,dbmdz/german-gpt2,6.7081,6.0578,0.6503,115,
136,"Droste-Hülshoff, Annette von",Das Schilf,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg21.mj9r.0,29,12/17,12,dbmdz/german-gpt2,6.525,5.8938,0.6312,118,
137,"Droste-Hülshoff, Annette von",Die Linde,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg22.mjdn.0,22,22,12,dbmdz/german-gpt2,6.315,5.8941,0.421,130,
138,"Droste-Hülshoff, Annette von",Kinder am Ufer,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg24.mk1x.0,14,14,12,dbmdz/german-gpt2,6.5037,5.9505,0.5532,143,
139,"Droste-Hülshoff, Annette von",Der Hünenstein,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg25.mjf9.0,78,6,12,dbmdz/german-gpt2,6.7429,6.5424,0.2005,129,
140,"Droste-Hülshoff, Annette von",Die Steppe,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg26.mjhz.0,24,8,12,dbmdz/german-gpt2,6.8352,6.25,0.5852,103,
141,"Droste-Hülshoff, Annette von",Die Mergelgrube,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg27.mjj9.0,122,32/12/12/20/22/4/4/16,12,dbmdz/german-gpt2,6.6606,6.452,0.2086,152,
142,"Droste-Hülshoff, Annette von",Die Krähen,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg28.mjkt.0,180,8/8/8/16/10/10/10/10/10/10/10/8/8/8/8/8/8/8/14,12,dbmdz/german-gpt2,6.3044,6.1727,0.1317,99,
143,"Droste-Hülshoff, Annette von",Das Hirtenfeuer,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg29.mjjn.0,76,6/6/8/8/8/8/16/7/2/7,12,dbmdz/german-gpt2,6.2281,6.5311,-0.303,90,
144,"Droste-Hülshoff, Annette von",Das Haus in der Heide,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg31.mk3c.0,40,4,12,dbmdz/german-gpt2,7.4048,6.5886,0.8162,111,
145,"Droste-Hülshoff, Annette von",Der Knabe im Moor,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg32.mjn0.0,48,8,12,dbmdz/german-gpt2,6.1281,5.7498,0.3783,133,
146,"Droste-Hülshoff, Annette von",Luft,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg35.mk0v.0,24,12,12,dbmdz/german-gpt2,6.9006,6.2087,0.6919,108,
147,"Droste-Hülshoff, Annette von",Wasser,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg36.mjq5.0,39,14/25,12,dbmdz/german-gpt2,6.573,5.9814,0.5916,110,
148,"Droste-Hülshoff, Annette von",Erde,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg37.mjw7.0,31,6/5/8/12,12,dbmdz/german-gpt2,6.7637,6.3698,0.3939,90,
149,"Droste-Hülshoff, Annette von",Feuer,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg38.mjj7.0,35,8/8/8/11,12,dbmdz/german-gpt2,6.5974,6.0606,0.5369,111,
150,"Droste-Hülshoff, Annette von",Die Schenke am See,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg39.mjkz.0,56,8,12,dbmdz/german-gpt2,6.8266,6.396,0.4306,141,
151,"Droste-Hülshoff, Annette von",Am Turme,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg40.mk2b.0,32,8,12,dbmdz/german-gpt2,6.608,6.3297,0.2782,124,
152,"Droste-Hülshoff, Annette von",Das öde Haus,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg41.mk0k.0,64,8,12,dbmdz/german-gpt2,7.1473,6.5241,0.6232,114,
153,"Droste-Hülshoff, Annette von",Im Moose,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg42.mjz0.0,48,6,12,dbmdz/german-gpt2,6.7465,6.299,0.4475,129,
154,"Droste-Hülshoff, Annette von",Am Bodensee,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg43.mjhf.0,56,8,12,dbmdz/german-gpt2,6.2856,5.858,0.4276,131,
155,"Droste-Hülshoff, Annette von",Das alte Schloß,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg44.mk3j.0,40,8,12,dbmdz/german-gpt2,6.5157,6.6261,-0.1104,98,
156,"Droste-Hülshoff, Annette von",Sommer,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg47.mjd4.0,18,4/4/4/6,12,dbmdz/german-gpt2,6.5166,5.9776,0.5391,116,
157,"Droste-Hülshoff, Annette von",Herbst,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg48.mjp0.0,18,4/4/4/6,12,dbmdz/german-gpt2,6.8925,6.2339,0.6586,100,
158,"Droste-Hülshoff, Annette von",Winter,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg49.mjnm.0,18,4/4/4/6,12,dbmdz/german-gpt2,7.4632,6.3501,1.1131,98,
159,"Droste-Hülshoff, Annette von",Ein milder Wintertag,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg51.mjkp.0,32,4,12,dbmdz/german-gpt2,6.8864,6.7128,0.1736,85,
160,"Droste-Hülshoff, Annette von",Ein harter Wintertag,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg52.mjh1.0,32,4,12,dbmdz/german-gpt2,7.1876,6.4859,0.7017,102,
161,"Droste-Hülshoff, Annette von",Fragment,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg53.mjst.0,42,22/20,12,dbmdz/german-gpt2,6.6838,6.5558,0.128,106,
162,"Droste-Hülshoff, Annette von",Mein Beruf,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg55.mjnf.0,72,8,12,dbmdz/german-gpt2,7.5453,6.6654,0.8799,105,
163,"Droste-Hülshoff, Annette von",Meine Toten,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg56.mjwv.0,42,6,12,dbmdz/german-gpt2,6.2929,6.2443,0.0486,104,
164,"Droste-Hülshoff, Annette von",Katharine Schücking,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg57.mjbz.0,56,8,12,dbmdz/german-gpt2,6.2025,5.9745,0.228,135,
165,"Droste-Hülshoff, Annette von",Nach dem Angelus Silesius,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg58.mjf3.0,58,14/10/14/8/12,12,dbmdz/german-gpt2,6.4518,6.3907,0.061,159,
166,"Droste-Hülshoff, Annette von",Gruß an Wilhelm Junkmann,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg59.mjdc.0,48,8,12,dbmdz/german-gpt2,5.9112,5.6473,0.2639,123,
167,"Droste-Hülshoff, Annette von",Junge Liebe,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg60.mjkf.0,40,8,12,dbmdz/german-gpt2,5.9651,5.8275,0.1376,128,
168,"Droste-Hülshoff, Annette von",Das vierzehnjährige Herz,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg61.mjd8.0,32,8,12,dbmdz/german-gpt2,5.6288,5.5122,0.1166,135,
169,"Droste-Hülshoff, Annette von",Der Brief aus der Heimat,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg63.mjf4.0,42,7,12,dbmdz/german-gpt2,6.5533,5.8597,0.6936,136,
170,"Droste-Hülshoff, Annette von",Mit Lauras Bilde,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg66.mjjd.0,14,4/4/3/3,12,dbmdz/german-gpt2,6.3709,5.7098,0.6611,136,
171,"Droste-Hülshoff, Annette von",An Henriette von Hohenhausen,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg67.mj9x.0,18,18,12,dbmdz/german-gpt2,6.8403,6.6045,0.2357,135,
172,"Droste-Hülshoff, Annette von",Vanitas Vanitatum!,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg69.mjrg.0,48,8,12,dbmdz/german-gpt2,7.0626,6.7384,0.3241,86,
173,"Droste-Hülshoff, Annette von",Die rechte Stunde,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg71.mjr1.0,16,8,12,dbmdz/german-gpt2,6.7658,6.126,0.6397,105,
174,"Droste-Hülshoff, Annette von",Der zu früh geborene Dichter,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg72.mjj4.0,72,8,12,dbmdz/german-gpt2,6.1346,5.9899,0.1447,106,
175,"Droste-Hülshoff, Annette von",Not,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg73.mjfx.0,16,4,12,dbmdz/german-gpt2,6.2512,5.8501,0.4012,122,
176,"Droste-Hülshoff, Annette von",Die Bank,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg74.mjdx.0,56,8,12,dbmdz/german-gpt2,6.8749,6.5693,0.3056,112,
177,"Droste-Hülshoff, Annette von",Guten Willens Ungeschick,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg76.mj8q.0,40,8,12,dbmdz/german-gpt2,6.7439,6.4162,0.3277,112,
178,"Droste-Hülshoff, Annette von",Der Traum,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg77.mjx5.0,56,8,12,dbmdz/german-gpt2,6.0464,5.5559,0.4905,113,
179,"Droste-Hülshoff, Annette von",Locke und Lied,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg78.mjmw.0,32,8,12,dbmdz/german-gpt2,6.5792,6.1599,0.4192,105,
180,"Droste-Hülshoff, Annette von",An ***,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg79.mjc5.0,24,6,12,dbmdz/german-gpt2,7.5326,6.7887,0.7439,136,
181,"Droste-Hülshoff, Annette von",Poesie,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg80.mjr6.0,48,8,12,dbmdz/german-gpt2,6.871,6.5179,0.3531,101,
182,"Droste-Hülshoff, Annette von",An ***,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg81.mk3g.0,20,4,12,dbmdz/german-gpt2,6.2066,6.1755,0.0312,135,
183,"Droste-Hülshoff, Annette von",An Elise,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg82.mjb8.0,32,8,12,dbmdz/german-gpt2,7.1821,6.2435,0.9386,124,
184,"Droste-Hülshoff, Annette von",Das Autograph,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg84.mjcq.0,122,8/8/8/8/8/8/8/8/8/8/8/8/8/8/10,12,dbmdz/german-gpt2,6.541,6.2243,0.3167,116,
185,"Droste-Hülshoff, Annette von",Der Denar,Gedichte (Die Ausgabe von 1844),1838.0,False,"Cotta, Stuttgart, 1838 (1st ed.)",Gedichte.mjrp.0.xml,tg85.mjbh.0,34,34,12,dbmdz/german-gpt2,7.5636,6.7597,0.8039,137,
